Year,League,Team,MarketValue_M_Euro,League_Avg_Attendance,League_Google_Interest,Team_Name
2016,LaLiga,37,42.9,10709466.0,9.916666666666666,Real Betis
2017,LaLiga,32,1090.0,10342948.0,11.5,Real Madrid
2017,LaLiga,32,955.35,10342948.0,11.5,Real Madrid
2017,LaLiga,36,711.15,10342948.0,11.5,Granada CF
2017,LaLiga,30,398.05,10342948.0,11.5,FC Barcelona
2017,LaLiga,33,253.2,10342948.0,11.5,Girona FC
2017,LaLiga,33,249.4,10342948.0,11.5,Girona FC
2017,LaLiga,29,232.95,10342948.0,11.5,Villarreal CF
2017,LaLiga,40,220.0,10342948.0,11.5,Celta Vigo
2017,LaLiga,32,173.05,10342948.0,11.5,Real Madrid
2017,LaLiga,31,132.25,10342948.0,11.5,Valencia CF
2017,LaLiga,29,97.8,10342948.0,11.5,Villarreal CF
2017,LaLiga,38,91.25,10342948.0,11.5,Real Sociedad
2017,LaLiga,30,81.75,10342948.0,11.5,FC Barcelona
2017,LaLiga,33,74.8,10342948.0,11.5,Girona FC
2017,LaLiga,36,66.45,10342948.0,11.5,Granada CF
2017,LaLiga,36,65.6,10342948.0,11.5,Granada CF
2017,LaLiga,37,61.85,10342948.0,11.5,Real Betis
2017,LaLiga,33,60.05,10342948.0,11.5,Girona FC
2017,LaLiga,34,58.55,10342948.0,11.5,Sevilla FC
2017,LaLiga,40,55.2,10342948.0,11.5,Celta Vigo
2018,LaLiga,39,1160.0,10295016.0,17.5,Getafe CF
2018,LaLiga,37,969.7,10295016.0,17.5,Real Betis
2018,LaLiga,36,896.1,10295016.0,17.5,Granada CF
2018,LaLiga,33,499.65,10295016.0,17.5,Girona FC
2018,LaLiga,38,306.3,10295016.0,17.5,Real Sociedad
2018,LaLiga,33,300.95,10295016.0,17.5,Girona FC
2018,LaLiga,34,290.75,10295016.0,17.5,Sevilla FC
2018,LaLiga,32,234.25,10295016.0,17.5,Real Madrid
2018,LaLiga,30,234.1,10295016.0,17.5,FC Barcelona
2018,LaLiga,32,230.65,10295016.0,17.5,Real Madrid
2018,LaLiga,30,174.7,10295016.0,17.5,FC Barcelona
2018,LaLiga,28,132.2,10295016.0,17.5,Atlético Madrid
2018,LaLiga,38,112.45,10295016.0,17.5,Real Sociedad
2018,LaLiga,29,110.8,10295016.0,17.5,Villarreal CF
2018,LaLiga,31,107.85,10295016.0,17.5,Valencia CF
2018,LaLiga,33,97.25,10295016.0,17.5,Girona FC
2018,LaLiga,29,93.9,10295016.0,17.5,Villarreal CF
2018,LaLiga,36,86.7,10295016.0,17.5,Granada CF
2018,LaLiga,41,83.0,10295016.0,17.5,Deportivo Alavés
2018,LaLiga,39,61.4,10295016.0,17.5,Getafe CF
2019,LaLiga,42,930.28,7863676.0,22.166666666666668,UD Las Palmas
2019,LaLiga,33,913.75,7863676.0,22.166666666666668,Girona FC
2019,LaLiga,33,720.15,7863676.0,22.166666666666668,Girona FC
2019,LaLiga,33,427.8,7863676.0,22.166666666666668,Girona FC
2019,LaLiga,36,347.55,7863676.0,22.166666666666668,Granada CF
2019,LaLiga,35,294.75,7863676.0,22.166666666666668,Athletic Bilbao
2019,LaLiga,38,244.35,7863676.0,22.166666666666668,Real Sociedad
2019,LaLiga,32,211.75,7863676.0,22.166666666666668,Real Madrid
2019,LaLiga,33,208.68,7863676.0,22.166666666666668,Girona FC
2019,LaLiga,33,175.45,7863676.0,22.166666666666668,Girona FC
2019,LaLiga,35,167.0,7863676.0,22.166666666666668,Athletic Bilbao
2019,LaLiga,40,156.05,7863676.0,22.166666666666668,Celta Vigo
2019,LaLiga,39,109.7,7863676.0,22.166666666666668,Getafe CF
2019,LaLiga,37,106.75,7863676.0,22.166666666666668,Real Betis
2019,LaLiga,33,90.5,7863676.0,22.166666666666668,Girona FC
2019,LaLiga,37,87.78,7863676.0,22.166666666666668,Real Betis
2019,LaLiga,35,64.68,7863676.0,22.166666666666668,Athletic Bilbao
2019,LaLiga,37,62.78,7863676.0,22.166666666666668,Real Betis
2019,LaLiga,34,56.58,7863676.0,22.166666666666668,Sevilla FC
2019,LaLiga,29,53.75,7863676.0,22.166666666666668,Villarreal CF
2020,LaLiga,32,813.5,8296552.5,23.666666666666668,Real Madrid
2020,LaLiga,37,787.3,8296552.5,23.666666666666668,Real Betis
2020,LaLiga,39,773.1,8296552.5,23.666666666666668,Getafe CF
2020,LaLiga,38,418.25,8296552.5,23.666666666666668,Real Sociedad
2020,LaLiga,38,406.6,8296552.5,23.666666666666668,Real Sociedad
2020,LaLiga,36,292.6,8296552.5,23.666666666666668,Granada CF
2020,LaLiga,35,278.85,8296552.5,23.666666666666668,Athletic Bilbao
2020,LaLiga,33,207.7,8296552.5,23.666666666666668,Girona FC
2020,LaLiga,32,204.15,8296552.5,23.666666666666668,Real Madrid
2020,LaLiga,33,170.1,8296552.5,23.666666666666668,Girona FC
2020,LaLiga,41,155.85,8296552.5,23.666666666666668,Deportivo Alavés
2020,LaLiga,44,122.65,8296552.5,23.666666666666668,CA Osasuna
2020,LaLiga,34,113.0,8296552.5,23.666666666666668,Sevilla FC
2020,LaLiga,36,96.75,8296552.5,23.666666666666668,Granada CF
2020,LaLiga,34,83.4,8296552.5,23.666666666666668,Sevilla FC
2020,LaLiga,35,79.8,8296552.5,23.666666666666668,Athletic Bilbao
2020,LaLiga,34,64.1,8296552.5,23.666666666666668,Sevilla FC
2020,LaLiga,41,63.35,8296552.5,23.666666666666668,Deportivo Alavés
2020,LaLiga,41,47.65,8296552.5,23.666666666666668,Deportivo Alavés
2020,LaLiga,41,45.65,8296552.5,23.666666666666668,Deportivo Alavés
2021,LaLiga,36,770.75,8729429.0,38.0,Granada CF
2021,LaLiga,47,735.6,8729429.0,38.0,UD Almería
2021,LaLiga,43,661.8,8729429.0,38.0,RCD Mallorca
2021,LaLiga,39,408.9,8729429.0,38.0,Getafe CF
2021,LaLiga,43,385.0,8729429.0,38.0,RCD Mallorca
2021,LaLiga,40,376.95,8729429.0,38.0,Celta Vigo
2021,LaLiga,44,310.6,8729429.0,38.0,CA Osasuna
2021,LaLiga,38,259.0,8729429.0,38.0,Real Sociedad
2021,LaLiga,31,226.05,8729429.0,38.0,Valencia CF
2021,LaLiga,43,208.68,8729429.0,38.0,RCD Mallorca
2021,LaLiga,38,131.6,8729429.0,38.0,Real Sociedad
2021,LaLiga,34,120.0,8729429.0,38.0,Sevilla FC
2021,LaLiga,32,108.45,8729429.0,38.0,Real Madrid
2021,LaLiga,39,103.75,8729429.0,38.0,Getafe CF
2021,LaLiga,42,77.9,8729429.0,38.0,UD Las Palmas
2021,LaLiga,41,74.15,8729429.0,38.0,Deportivo Alavés
2021,LaLiga,37,72.98,8729429.0,38.0,Real Betis
2021,LaLiga,37,67.8,8729429.0,38.0,Real Betis
2021,LaLiga,36,67.2,8729429.0,38.0,Granada CF
2021,LaLiga,43,65.35,8729429.0,38.0,RCD Mallorca
2022,LaLiga,36,923.45,11238224.0,37.66666666666666,Granada CF
2022,LaLiga,41,836.8,11238224.0,37.66666666666666,Deportivo Alavés
2022,LaLiga,40,534.3,11238224.0,37.66666666666666,Celta Vigo
2022,LaLiga,37,441.7,11238224.0,37.66666666666666,Real Betis
2022,LaLiga,43,363.5,11238224.0,37.66666666666666,RCD Mallorca
2022,LaLiga,40,249.78,11238224.0,37.66666666666666,Celta Vigo
2022,LaLiga,38,246.4,11238224.0,37.66666666666666,Real Sociedad
2022,LaLiga,42,232.58,11238224.0,37.66666666666666,UD Las Palmas
2022,LaLiga,31,222.45,11238224.0,37.66666666666666,Valencia CF
2022,LaLiga,31,150.05,11238224.0,37.66666666666666,Valencia CF
2022,LaLiga,37,139.9,11238224.0,37.66666666666666,Real Betis
2022,LaLiga,36,138.8,11238224.0,37.66666666666666,Granada CF
2022,LaLiga,34,118.9,11238224.0,37.66666666666666,Sevilla FC
2022,LaLiga,37,116.5,11238224.0,37.66666666666666,Real Betis
2022,LaLiga,36,114.2,11238224.0,37.66666666666666,Granada CF
2022,LaLiga,38,107.0,11238224.0,37.66666666666666,Real Sociedad
2022,LaLiga,29,103.4,11238224.0,37.66666666666666,Villarreal CF
2022,LaLiga,41,90.75,11238224.0,37.66666666666666,Deportivo Alavés
2022,LaLiga,40,67.5,11238224.0,37.66666666666666,Celta Vigo
2022,LaLiga,47,65.6,11238224.0,37.66666666666666,UD Almería
2023,LaLiga,37,1140.0,11048904.0,45.833333333333336,Real Betis
2023,LaLiga,38,916.2,11048904.0,45.833333333333336,Real Sociedad
2023,LaLiga,40,498.5,11048904.0,45.833333333333336,Celta Vigo
